<<<<<<< HEAD
200.057	-28.6475
203.219	-22.3916
206.378	13.6896
209.539	20.1941
212.696	42.0095
215.854	34.665
219.009	65.4609
222.165	66.9861
225.318	75.9333
228.472	81.554
231.622	106.585
234.774	111.113
237.923	109.041
241.07	112.28
244.217	109.33
247.364	122.163
250.508	108.631
253.652	89.3414
256.794	119.326
259.937	108.24
263.077	106.197
266.216	109.019
269.354	108.468
272.491	94.6971
275.626	102.976
278.761	117.638
281.895	126.151
285.027	118.498
288.159	137.102
291.287	136.903
294.417	139.783
297.545	145.658
300.672	131.259
303.799	137.547
306.922	116.232
310.046	92.2893
313.169	77.8934
316.289	59.723
319.41	38.7742
322.528	19.8713
325.647	11.2966
328.764	14.2
331.879	-2.16138
334.993	-19.9578
338.107	-1.96021
341.219	18.0569
344.332	14.5958
347.441	24.2474
350.549	36.5706
353.659	24.1558
356.765	38.7207
359.87	35.7144
362.975	26.9358
366.078	15.0391
369.18	20.7131
372.281	25.5356
375.383	12.9719
378.482	37.6094
381.58	51.8577
384.675	78.2664
387.771	104.877
390.865	131.161
393.959	138.753
397.052	149.878
400.144	156.745
403.234	153.078
406.322	151.15
409.411	148.447
412.498	128.307
415.583	101.47
418.668	65.6392
421.75	40.0322
424.834	64.7759
427.916	39.2986
430.996	39.6233
434.074	15.2324
437.153	20.5974
440.229	14.9116
443.306	2.31396
446.381	-11.0007
449.454	5.13525
452.526	-13.0344
455.599	-14.0232
458.669	-22.3
461.738	-12.5637
464.806	-16.7905
467.873	-9.58594
470.939	8.97754
474.004	-3.91235
477.067	0.349854
480.13	3.56226
483.192	19.8882
486.253	9.68604
489.313	1.11182
492.369	24.4321
495.427	15.2117
498.484	26.5908
501.54	13.7412
504.592	34.1584
507.646	25.7883
510.698	23.9465
513.748	11.7371
516.799	18.3958
519.846	10.509
522.895	-4.50171
525.94	4.61401
528.985	-13.5261
532.03	-16.6038
535.073	-31.3977
538.114	-14.3835
541.157	6.0354
544.196	-5.03564
547.234	-3.78394
550.272	-6.52148
553.308	-1.87158
556.344	1.32568
559.378	1.66724
562.411	28.4805
565.444	15.2302
568.475	23.0647
571.505	29.0725
574.535	13.0828
577.563	6.68042
580.588	17.1514
583.615	17.093
586.64	14.1528
589.662	13.3098
592.686	3.0813
595.708	-2.82202
598.727	-14.6985
601.747	-2.11328
604.765	-4.69556
607.783	-18.1978
610.798	-22.7195
613.813	-23.3127
616.828	-3.35107
619.84	-20.1689
622.851	8.86694
625.862	16.5603
628.873	7.81787
631.881	27.4851
634.889	19.3252
637.895	9.45337
640.9	18.7407
643.904	21.0444
646.908	31.6213
649.91	38.9329
652.909	36.5339
655.91	40.4766
658.909	45.8301
661.907	54.2202
664.903	80.3137
667.899	84.9534
670.895	98.042
673.887	101.967
676.88	88.1614
679.871	47.123
682.862	64.9971
685.851	29.103
688.84	27.627
691.827	28.0518
694.812	15.7056
697.799	29.1726
700.782	45.0457
703.765	36.6257
706.746	41.1765
709.727	25.416
712.706	21.7166
715.685	8.13672
718.663	15.4678
721.639	29.5864
724.615	35.0068
727.59	31.6035
730.563	64.8584
733.536	68.3496
736.506	71.9419
739.477	61.7017
742.446	78.7236
745.413	56.2629
748.381	42.2507
751.346	48.2322
754.312	35.0791
757.275	35.6174
760.239	29.1196
763.2	34.0486
766.16	31.1509
769.121	12.8779
772.079	18.2983
775.036	16.2219
777.992	7.53174
780.947	7.17456
783.901	6.88574
786.855	0.287598
789.807	-1.98535
792.758	3.70581
795.709	-0.464111
798.658	5.35278
801.606	-0.188965
804.554	-11.2344
807.498	3.46533
810.444	-0.600342
813.388	12.8481
816.33	15.9634
819.273	11.8591
822.212	27.1663
825.153	30.0405
828.091	23.9475
831.027	44.2083
833.965	40.1877
836.9	34.4275
839.834	59.3494
842.769	69.9277
845.701	76.8486
848.632	69.1208
851.562	98.926
854.491	102.141
857.419	152.277
860.347	177.883
863.273	252.977
866.196	352.289
869.121	409.62
872.044	392.639
874.966	362.097
877.886	255.458
880.807	163.247
883.726	105.418
886.643	83.3835
889.561	61.1106
892.475	57.3062
895.389	56.1426
898.304	41.2444
901.216	49.6731
904.127	49.8188
907.037	50.8889
909.948	69.6077
912.856	87.4226
915.764	89.7146
918.67	67.5769
921.575	80.1335
924.479	64.1626
927.381	64.1824
930.284	53.9067
933.185	47.7852
936.086	63.5327
938.983	38.915
941.882	25.8867
944.78	41.7656
947.675	23.2964
950.571	46.0149
953.464	10.0242
956.358	26.2791
959.249	12.8538
962.139	-1.44824
965.028	4.48779
967.919	3.51953
