200.057	600.288
203.219	628.72
206.378	625.424
209.539	642.931
212.696	650.985
215.854	648.926
219.009	651.887
222.165	652.405
225.318	635.258
228.472	656.239
231.622	631.307
234.774	601.365
237.923	604.091
241.07	596.166
244.217	583.435
247.364	539.342
250.508	544.547
253.652	522.928
256.794	514.255
259.937	496.202
263.077	480.07
266.216	471.762
269.354	461.305
272.491	453.834
275.626	440.234
278.761	422.206
281.895	399.253
285.027	390.809
288.159	355.117
291.287	325.236
294.417	298.193
297.545	268.4
300.672	242.377
303.799	247.889
306.922	188.666
310.046	175.105
313.169	141.388
316.289	141.258
319.41	140.842
322.528	113.979
325.647	139.685
328.764	126.077
331.879	107.142
334.993	116.779
338.107	141.702
341.219	129.765
344.332	128.292
347.441	109.149
350.549	105.647
353.659	108.266
356.765	99.9197
359.87	85.4966
362.975	66.0299
366.078	14.8175
369.18	27.8155
372.281	19.7687
375.383	-1.28416
378.482	19.4511
381.58	-11.838
384.675	7.4098
387.771	-1.00797
390.865	-13.9773
393.959	-11.2887
397.052	-15.0025
400.144	-7.97149
403.234	3.68067
406.322	20.3841
409.411	71.5743
412.498	49.1841
415.583	49.4912
418.668	50.4982
421.75	56.3963
424.834	62.0172
427.916	65.4969
430.996	47.415
434.074	57.0353
437.153	40.3469
440.229	34.5766
443.306	6.13984
446.381	0.720785
449.454	43.2439
452.526	11.8072
455.599	19.4156
458.669	-14.4151
461.738	-12.3887
464.806	-21.661
467.873	13.672
470.939	-10.5418
474.004	12.3206
477.067	15.0853
480.13	36.5026
483.192	23.0533
486.253	36.353
489.313	31.7504
492.369	56.9892
495.427	28.6783
498.484	52.4757
501.54	29.9406
504.592	25.1142
507.646	23.5606
510.698	24.1797
513.748	17.4074
516.799	13.8154
519.846	15.9198
522.895	-21.4746
525.94	-27.7633
528.985	5.92401
532.03	-11.5395
535.073	-7.45304
538.114	-9.03067
541.157	22.8999
544.196	22.5575
547.234	20.9355
550.272	37.5912
553.308	59.1477
556.344	64.6414
559.378	58.4115
562.411	71.9453
565.444	87.3806
568.475	69.673
571.505	64.8541
574.535	75.0101
577.563	90.5956
580.588	93.0748
583.615	80.843
586.64	72.7757
589.662	89.6034
592.686	78.5763
595.708	75.1027
598.727	81.6073
601.747	88.265
604.765	88.3624
607.783	87.7165
610.798	77.461
613.813	77.7596
616.828	45.1765
619.84	62.5514
622.851	86.4097
625.862	71.9564
628.873	91.7328
631.881	113.714
634.889	86.5586
637.895	105.624
640.9	93.7414
643.904	66.9245
646.908	65.3261
649.91	34.9591
652.909	87.728
